username,chat,emotion,toxicity
Donut #Sunfl, nice one,sad,not toxic
sushimi #maki, nice one,happy,not toxic
mau#1229, nice one,happy,not toxic
haru#riee, nice one,sad,not toxic
ylysah#mer, nice one,happy,not toxic
pol#9715, nice one,happy,not toxic
HaekHaek #haha, nice one,sad,not toxic
Mar #1428, nice one,happy,not toxic
Birkin#POM, Nice one,happy,not toxic
Alexis#Sol, nice one,sad,not toxic
Mushu#1120, nice one,happy,not toxic
egg #bonn, nice one,happy,not toxic
Jsauce#1212, nice one,sad,not toxic
Puppyz#5531, nice one,happy,not toxic
R3DMATRIX#0609, nice one,happy,not toxic
Shanice#111, nice one,sad,not toxic
I See That Im #ceeg, nice one,happy,not toxic
Sak Madiq #66699, Nice one,happy,not toxic
nabi #bzbzz, nice one,sad,not toxic
kikiDoYouLoveMe #4554, Nice one,happy,not toxic
SungJinwoo#aceu, Nice one,happy,not toxic
amity#ars, nice one,sad,not toxic
Quokka#cola, nice one,happy,not toxic
ZeroTwo#Kneel, Nice one ,sad,not toxic
Leeey#2003, nice one (insert agent name),happy,not toxic
LikMaB#alls, Nice one baby,happy,not toxic
nihoe #meowr, nice one baby,happy,not toxic
Lidia Sobieska #6995, Nice one i lab yu,happy,not toxic
SCE Sphynx#tin, nice one luv! (chinecheer ako ng jowa ko lagi 🥺),happy,not toxic
Kagome#BigPP, nice one team,happy,not toxic
R0R0N0A Z0R0#1234, Nice one/1,happy,not toxic
RoDe0#69420, nice play,sad,not toxic
celsius#urs, nice play,sad,not toxic
Notykatsudon#0000, Nice play,happy,not toxic
Alysay#1004, nice play,happy,not toxic
ilovesummer#ily, nice play team. we/you can do it! its okay,happy,not toxic
Shinatora#2900, nice playing with you,happy,not toxic
Kazu#12345, nice playing with you,happy,not toxic
Munkush #3828, nice playing with you,happy,not toxic
shobe#hykw, nice playing with you,happy,not toxic
his toyo #womp, Nice Save,happy,not toxic
juice#1015, nice setup,happy,not toxic
Sora#ODRI, nice shot,happy,not toxic
14th Element#6250, nice shot,happy,not toxic
Chanx#1010, Nice Shot,disgust,sarcasm
Amira #Cutie, Nice shot,disgust,sarcasm
INS Leo#Shawn, Nice shot,happy,not toxic
Sleazex#RAKK, nice shot,happy,not toxic
Ryujin#0418, Nice shot,disgust,sarcasm
katana #yv4n, nice shot,disgust,sarcasm
Jeeeeeelly #Ace, nice shot,happy,not toxic
Wally Bayola#2774 , Nice shot,happy,not toxic
Nek0#meoww, nice shot,disgust,sarcasm
G2V Yadidss #0413, nice shot,disgust,sarcasm
laufeyson #3796, nice shot,happy,not toxic
chou tzuyu #6523, nice shot,happy,not toxic
South Carolina #0008, NICE SHOT,disgust,sarcasm
Psychedelic #kohi, nice shot,disgust,sarcasm
zenitchuu#67050, nice shot,happy,not toxic
shiro#chrls, nice shot,happy,not toxic
zerre#cire, nice shot,disgust,sarcasm
anjwiii #ice, nice shot,disgust,sarcasm
bread#F01, nice shot,happy,not toxic
神Yaboku#Yato, nice shot,happy,not toxic
Fry #Bait, nice shot,disgust,sarcasm
CEO Kani #sebas, nice shot,disgust,sarcasm
Herakles #qqqqq, Nice Shot,happy,not toxic
rein #yara, nice shot,happy,not toxic
PD Jblazeer#lui, nice shot,disgust,sarcasm
sileighty#240sx, nice shot,disgust,sarcasm
H3CCO2CH2CH3 #ester, Nice shot,happy,not toxic
Euwannnn#0523, Nice shot,happy,not toxic
NattyTashy #chrry, Nice shot,disgust,sarcasm
Liyan #AX1A, Nice shot,disgust,sarcasm
MAMA OLTUM # PALDO, NICE SHOT,happy,not toxic
ONIG#nani, nice shot,happy,not toxic
ginanon lng aq #ahri, nice shot,happy,not toxic
his toyo #womp, Nice Shot,happy,not toxic
Zeai#AJMNB, nice shot,happy,not toxic
ram #0412, nice shot,happy,sarcasm
GT BLACKSHEEP #TOW, nice shot,happy,sarcasm
raemraemgoaway #1113, Nice shot,happy,not toxic
mustard #tin, nice shot,happy,not toxic
Eru #Elle, nice shot,happy,not toxic
Kagome#BigPP, nice shot,happy,not toxic
Thing#achie, nice shot,happy,not toxic
Luna#Anne, nice shot,happy,not toxic
LapLap Pooh#PLPNS, nice shot,happy,not toxic
NinJayx#5601, nice shot,happy,not toxic
Alexis#Sol, nice shot,happy,not toxic
AE Den#Pride, nice shot,happy,not toxic
Icewallowcome#bet, nice shot,happy,not toxic
oyasumi#5643, nice shot,happy,not toxic
Miwa#0710, nice shot,happy,not toxic
RAAALD #3685, nice shot,happy,not toxic
Puppyz#5531, Nice Shot,happy,not toxic
SSES Cyt #J1228, Nice Shot,happy,not toxic
AysKreme#MVRA, nice shot,happy,not toxic
Lotus#sugar, nice shot,happy,not toxic
YoreL#LeroY, nice shot,happy,not toxic
caly #cutie, nice shot,happy,not toxic
TBE Whack#cutie, nice shot,disgust,sarcasm
PandaBaby #BABY, nice shot,disgust,sarcasm
iskis #sexy, Nice shot,disgust,sarcasm
DanaSoslar#abbie, nice shot,disgust,sarcasm
XIN心 overjoy#juls, nice shot,disgust,sarcasm
narki #11010, nice shot,disgust,sarcasm
Alysay#1004, nice shot,disgust,sarcasm
Zaelleeeeeee#0143, nice shot ,disgust,sarcasm
rosie binx #mochi , nice shot ,disgust,sarcasm
1T Draaaude #k1ng, Nice shot ,disgust,sarcasm
La muerte #1412, nice shot ,happy,not toxic
Teresa #Paula, nice shot etc.,happy,not toxic
ApkForsaken#Lucy, nice shot men love u.,happy,not toxic
HY Cue#0208, nice shot!,happy,not toxic
KazukiNejima#Rieri, Nice Shot!,happy,not toxic
P∆P SammyP #CMMA, nice shot.,happy,not toxic
SSunday#nocap, Nice Shot.,happy,not toxic
Arlecchino#9701, nice shot/flick,happy,not toxic
CHOLO #HUSK, Nice shots,happy,not toxic
0, Nice shots,happy,not toxic
Maeve#whiff, nice shots,happy,not toxic
Jeeeeeelly #Ace, nice skin,happy,not toxic
Herakles #qqqqq, Nice Skin,happy,not toxic
aki #fifi, nice smoke,happy,not toxic
Fry #Bait, nice team,happy,not toxic
hanibiiiii#9999, nice team,happy,not toxic
tinapangtubol#kobe, nice team,happy,not toxic
uzi#08880, nice throw,sad,not toxic
SCE Nil#0227, nice to play with you guys,happy,not toxic
JJW Seahorse #eruys, nice trade,happy,not toxic
GnC Jon Snow#CHA, nice trade,happy,not toxic
GT BLACKSHEEP #TOW, nice trade,happy,not toxic
MINATOZAKIサナ #Maki, nice trade,happy,not toxic
Sak Madiq #66699, nice trade,happy,not toxic
Chicken Adobo#Les, nice try,sad,not toxic
神Yaboku#Yato, nice try,sad,not toxic
Manang Grasiya#1106, nice try,sad,not toxic
twirly#eyy, nice try,happy,not toxic
daddy#siwon, nice try,neutral,not toxic
邪魔するな #ヤバい, nice try,happy,not toxic
HanJ#8528, nice try,sad,not toxic
Maeve#whiff, nice try,sad,not toxic
Lien#0618, nice try,sad,not toxic
Spleen#spy, nice try,happy,not toxic
DDT imjiiix #krv13, nice try,neutral,not toxic
Going Merry#0428, nice try,happy,not toxic
G2V Yadidss #0413, nice try,sad,not toxic
cupcakebulle#noaim, nice try,sad,not toxic
aki #fifi, nice try,sad,not toxic
DZADDY #TWICE, nice try,happy,not toxic
Xxina01#marx, nice try,neutral,not toxic
anjwiii #ice, nice try,happy,not toxic
Shiroyasha #cute, nice try,sad,not toxic
Kenma#mau, Nice try,sad,not toxic
Aspect#Sky, Nice Try,sad,not toxic
yoGABaGABa #6784, nice try,happy,not toxic
sileighty#240sx, nice try,neutral,not toxic
jennie kim #0124, Nice Try,happy,not toxic
SpicyNugget#mcln, nice try,sad,not toxic
Liyan #AX1A, Nice try,sad,not toxic
nisa#8352, nice try,sad,not toxic
Zeai#AJMNB, nice try,happy,not toxic
SEN Turon #Turon, nice try,neutral,not toxic
DaBoMi#mob1, nice try,happy,not toxic
His Kitten#AWW, nice try,sad,not toxic
Watanabe Taiki #aaron, nice try,sad,not toxic
Naoki #0704, nice try,sad,not toxic
SYNRGY Anya #ARCNE, Nice try,happy,not toxic
hanibiiiii#9999, nice try,neutral,not toxic
HaekHaek #haha, nice try,happy,not toxic
Xanthia#lei, nice try,sad,not toxic
reginaa #6890, nice try,sad,not toxic
mart1ne#0801, nice try,sad,not toxic
Nono#doggy, nice try,happy,not toxic
Sterben#41400, nice try,neutral,not toxic
0, Nice try,happy,not toxic
0, Nice try,sad,not toxic
Serakku#002, nice try,sad,not toxic
Icewallowcome#bet, Nice try,sad,not toxic
Ryuichii #2176, Nice Try,happy,not toxic
krazyybeeeee#barbs, Nice try,neutral,not toxic
Ryuichii #2176, NICE TRY,happy,not toxic
Jsauce#1212, nice try,sad,not toxic
el cucuy#razon, nice try,sad,not toxic
hesoyam#ggez, nice try,sad,not toxic
Annastasius#Kath, nice try,happy,not toxic
Skept1c#PNDA, nice try,neutral,not toxic
sve#10969, nice try,happy,not toxic
Manang Grasiya#1106, Nice try,sad,not toxic
Doctor Zhivago#1393, nice try,sad,not toxic
HanJ#8528, nice try,sad,not toxic
calcifer#cruui, nice try,happy,not toxic
Sheesh Escudero #Tene, nice try,neutral,not toxic
Hyeju #Kyu, Nice try,happy,not toxic
Maeve#whiff, nice try,sad,not toxic
1NK#BFRAG, Nice Try,sad,not toxic
Miloii #meow, Nice Try,sad,not toxic
iskis #sexy, nice try,happy,not toxic
Milktea #dBj, nice try,neutral,not toxic
Maki #chris, nice try,happy,not toxic
zineeey#777 , Nice try,sad,not toxic
serotonium #8052, Nice try,sad,not toxic
Soleil Cramoisi#SEUL, nice try,sad,not toxic
Quokka#cola, nice try,happy,not toxic
NCG Aureeeen #Raiii, nice try ,neutral,not toxic
Rev1lo#haze, nice try ,happy,not toxic
愛 Soleil#bub, Nice try (even tho the round isn't over),sad,not toxic
Kimchi#9161, nice try (nt),sad,not toxic
mangopie#pie, Nice try!,sad,not toxic
CHRONOS #MICHY, nice try.,neutral,not toxic
bbf mo to #coco, nice try. ,neutral,not toxic
ilovesummer#ily, nice try. dont worry its fine.,sad,not toxic
SUPA H0T FIRE #6969, nice try...,sad,not toxic
amity#ars, nice try/nt,neutral,not toxic
Gavv #domo, nice tryy,neutral,not toxic
xzSenju, nice ult,happy,not toxic
his toyo #womp, Nice Ult,happy,not toxic
SCE Hades #Riz, nice util,neutral,not toxic
fishybench#6069, nice voice,happy,not toxic
dracareese#reese, Nice voice,happy,not toxic
hanibiiiii#9999, nice wall,happy,not toxic
clementine #KAIS, nice work,happy,not toxic
Aiko#0425, Nice work!,happy,not toxic
BDSM Chen#CHEN, NICE!,disgust,not toxic
Hisoka Morrow #0201, Nice/nc,happy,not toxic
nisa#8352, nice1,happy,not toxic
Kenma#Zero, nice1,happy,not toxic
Lwyslo#SMN, niceee,disgust,not toxic
Liyan #AX1A, Niceee,disgust,not toxic
0, niceee,disgust,not toxic
MasterBencion#111, niceee,disgust,not toxic
Eyyshork #ace, NICEEE!,happy,not toxic
Teresa #Paula, Niceeee,happy,not toxic
FINESSE#OPTC, NICEEEEEEEEEE PREEE,happy,not toxic
Fry #Bait, nicesue,happy,not toxic
jennie kim #0124, Nigger Indians,anger,racism
Vanitas#Enzo, Night,neutral,not toxic
14th Element#6250, no aim,disgust,cyberbullying
fishybench#6069, no brain,disgust,RNG complaints
Wiven#Vivid, no problem,neutral,not toxic
Radyliance#00000, No skills on playing valo,anger,Gamesplaining
Akira#jig, no that's fine,neutral,not toxic
Summer #May, no worries,sad,not toxic
Gavv #domo," No worries it's all good""",neutral,not toxic
o7 naevis #nvstr, Nobody saw what happened (having a laugh referring to a whiff),neutral,not toxic
0, noice,neutral,not toxic
LikMaB#alls, Noice,happy,not toxic
KennyX #30 6, noice.,neutral,not toxic
Shizu #IDK, noob,sad,cyberbullying
ADMR14#DALE, noob,disgust,cyberbullying
laufeyson #3796, noob,disgust,cyberbullying
aki #fifi, noob,disgust,cyberbullying
SS Tacenda #meer, noob,disgust,cyberbullying
Nvrm #2542, noob,disgust,cyberbullying
RippleEffect#0305, noob,anger,cyberbullying
H3CCO2CH2CH3 #ester, noob,anger,cyberbullying
Rin#Luts , noob,anger,cyberbullying
#Tesla, Noob,anger,cyberbullying
ASTRID#MVP, noob,anger,cyberbullying
Amethyst#8899, noob,anger,cyberbullying
Alexis#Sol, noob,sad,cyberbullying
1T Draaaude #k1ng, noob,sad,cyberbullying
Oreo#kbnjl, noob,anger,cyberbullying
SSPH 麗直#715, Noob,anger,cyberbullying
dracareese#reese, Noob,anger,cyberbullying
YoreL#LeroY, noob,anger,cyberbullying
Bossy Baby #LUSHY, noob,anger,cyberbullying
Leo #cal, noob,disgust,cyberbullying
Doctor Zhivago#1393, noob,disgust,cyberbullying
catlkaylie #cats, noob,disgust,cyberbullying
SungJinwoo#aceu, noob,disgust,cyberbullying
starchrys#4446, noob,disgust,cyberbullying
XH Makie#1802, noob,disgust,cyberbullying
Kuro#9045, noob,anger,cyberbullying
Zero Sevet #NOCAP, noob,anger,cyberbullying
Hate #qtqt, noob ,anger,cyberbullying
hesoyam#ggez, noob tanginamo,anger,cyberbullying
Sen Otenz#666, noob team mates,anger,cyberbullying
Nishimiya#lia," noob”
“please kill yourself",anger,cyberbullying
Thing#achie, noobs,disgust,cyberbullying
Rev1lo#haze, not bad and another try,happy,not toxic
Yuta #2934, not even Noah's ark,anger,cyberbullying
Stratøm#KBand, not your day,sad,not toxic
Nachos#5698, np,neutral,not toxic
XH Elly#0001, ns,happy,not toxic
Extalia II#Rexum, NS,sad,not toxic
eya#1010, ns,happy,not toxic
Nek0#meoww, NS,sad,not toxic
DDT Panda #josh, NS,happy,not toxic
SuperMF #bert, ns,happy,not toxic
AXR lampniibarra #RZCT, ns,sad,not toxic
0, NS,disgust,sarcasm
Ryiou #7777, ns,sad,not toxic
master shifu#ken, ns,sad,not toxic
Gustavo #KDK, ns,disgust,sarcasm
metach#CXQG, ns,disgust,sarcasm
jennie kim #0124, NS,sad,not toxic
xNightfallx, NS,sad,not toxic
his toyo #womp, NS,sad,not toxic
Zeke#maro, ns,disgust,sarcasm
GKB Mochie#VIN, NS,disgust,sarcasm
DaBoMi#mob1, NS,sad,not toxic
bubbles#0217, NS,happy,not toxic
CN kaz#MKAZ, ns,sad,not toxic
ten#1975, ns,happy,not toxic
Deep Voice Egirl#aira, NS,happy,not toxic
you cant fix me#vrsce, ns,happy,not toxic
Adobs#SiR, NS,disgust,not toxic
indophenol#blue, ns,disgust,not toxic
Hamburger#pls, ns,disgust,not toxic
KingQueen#jeff, ns,disgust,not toxic
noda#0000, ns,disgust,not toxic
Leni Rebrimstone#yssa, NS,disgust,not toxic
DROWHUNTER #2458, NS,happy,not toxic
edwrd #oms, ns,happy,not toxic
Fleur Du Soleil #Asura, ns,happy,not toxic
B14SED#uWu, ns,happy,not toxic
yuzwmiski#euge, NS,happy,not toxic
AysKreme#MVRA, ns,happy,not toxic
Potato#KIT, ns,happy,not toxic
0, ns,happy,not toxic
guiche#lorum, ns,happy,not toxic
andres#deii, ns,happy,not toxic
Skwa #FPS, ns,happy,not toxic
PandaBaby #BABY, ns,happy,not toxic
XH Makie#1802, ns,happy,not toxic
Senbonzakura #SmNe, ns,happy,not toxic
onin#ekis, NS,happy,not toxic
ego #1468, NS,happy,not toxic
0, ns,happy,not toxic
Bill hot#talib, ns,happy,not toxic
keyleeeee#00001, ns,happy,not toxic
Vile#krim, ns ,happy,not toxic
pol#9715, ns(nice shot),happy,not toxic
CRZY Sundae #Sweet, ns(nice shot),happy,not toxic
Yuta #2934, NS(NICR SHOT),happy,not toxic
PowerLesS#1430, nt,sad,not toxic
Kuys #ayban, nt,sad,not toxic
Abystigma#TRUTH, nt,sad,not toxic
eya#1010, nt,sad,not toxic
Xiaya#cutie, nt,sad,not toxic
Bianx#whiff, Nt,sad,not toxic
Ryujin#0418, Nt,sad,not toxic
haha rly#lmao, nt,happy,not toxic
AF Aki #Jeni, NT,neutral,not toxic
Going Merry#0428, nt,happy,not toxic
Mitochondria#isthe, nt,neutral,not toxic
Mamas boyyy #Cobe, nt,sad,not toxic
yann19#YAZZ, nt,happy,not toxic
South Carolina #0008, NT,happy,not toxic
sujin #9488, nt,happy,not toxic
DDT Panda #josh, NT,happy,not toxic
chewu#LRRY, NT,sad,not toxic
Chala #0112, NT,sad,not toxic
prans#kath, nt,sad,not toxic
Hisoka Morrow #0201, NT,sad,not toxic
CEO Kani #sebas, nt,happy,not toxic
Shinsquared#2020, nt,neutral,not toxic
TonKetsu #TWICE, nt,happy,not toxic
AXR lampniibarra #RZCT, nt,neutral,not toxic
Cityhunter #2011, nt,sad,not toxic
0, nt,happy,not toxic
Marius#9310, nt,happy,not toxic
Eris#akuma, nt,happy,not toxic
スター#0714, nt,happy,not toxic
sushimi #maki, nt,sad,not toxic
0lea #So1e, NT,sad,not toxic
ray4c#1103, nt,sad,not toxic
Maku#8706, nt,sad,not toxic
cogie#rei, nt,happy,not toxic
AE havenshogun#LYNX, nt,neutral,not toxic
A3SPA KyZ3N#00001, nt,happy,not toxic
Senx Migy#Loveu, nt,neutral,not toxic
spiritomb#ksks, nt,sad,not toxic
Lomllev#Berry , nt,happy,not toxic
Chinokate#2505, nt,happy,not toxic
GnC Jon Snow#CHA, NT,happy,not toxic
Bunchun#7up, nt,happy,not toxic
Siomai#5722, NT,sad,not toxic
StrwbrryJa#5720, nt,sad,not toxic
GKB Mochie#VIN, NT,sad,not toxic
Kyouko #1234, NT,sad,not toxic
DaBoMi#mob1, nt,happy,not toxic
botfrag haha #1432, nt,neutral,not toxic
CN kaz#MKAZ, nt,happy,not toxic
CK03, Nt,neutral,not toxic
bbf mo to #coco, nt,sad,not toxic
I dont play anymore haha, nt,happy,not toxic
hecs#2OO1, NT,happy,not toxic
Vellium #3189, NT,happy,not toxic
Nanashi#1003, nt,happy,not toxic
LFT Crunchiee #1228, NT,sad,not toxic
LikMaB#alls, NT,sad,not toxic
MasterBencion#111, nt,sad,not toxic
GUYS Kensh1n #xenim, NT,sad,not toxic
My Spinach Puffs #kronk, nt,happy,not toxic
SSES Cyt #J1228, NT,neutral,not toxic
hesoyam#ggez, nt,happy,not toxic
bitWise#OPRTR, NT,neutral,not toxic
wifenloof#Desuu, nt,sad,not toxic
R3DMATRIX#0609, nt,happy,not toxic
0, nt,happy,not toxic
artem1s #LUNA, NT,happy,not toxic
Pupibro シ #PUPI, NT,happy,not toxic
Nitch#0828, nt,sad,not toxic
GodJihyo#1015, nt,sad,not toxic
zenin#1202, nt,sad,not toxic
caerunos#kr0, nt,sad,not toxic
Santino#6684, nt,happy,not toxic
IV of Fade #OPM, NT,neutral,not toxic
Doctor Zhivago#1393, nt,happy,not toxic
HanJ#8528, nt,neutral,not toxic
Hyeju #Kyu, Nt,sad,not toxic
Skwa #FPS, nt,happy,not toxic
Mono#only1, nt,happy,not toxic
Milktea #dBj, nt,happy,not toxic
Cosmo#2029, nt,happy,not toxic
Kenma#Zero, nt,sad,not toxic
XH Makie#1802, nt,sad,not toxic
Kuro#9045, nt,sad,not toxic
Senbonzakura #SmNe, NT,sad,not toxic
Zero Sevet #NOCAP, nt,happy,not toxic
Soleil Cramoisi#SEUL, NT,neutral,not toxic
narki #11010, NT,happy,not toxic
うねり#meili, nt,neutral,not toxic
ecniv#0405, nt,sad,not toxic
onin#ekis, NT,happy,not toxic
Zzero0#2485, nt,happy,not toxic
0, nt,happy,not toxic
keyleeeee#00001, nt,happy,not toxic
Zero Integral #AVI, nt,sad,not toxic
Calmpath #9409, nt,sad,not toxic
An Dhen#1427, 'NT',sad,not toxic
Woo wop #2220, NT ,sad,not toxic
Vile#krim, nt ,happy,not toxic
p1ssbulbol #pogi (sorry po sa inappropriate name), nt ,neutral,not toxic
hanibiiiii#9999, nt ,happy,not toxic
DROWHUNTER #2458, NT ,neutral,not toxic
daddy#siwon, nt ,sad,not toxic
FINESSE#OPTC, NT ,happy,not toxic
OGD ToxicRadius#Toxic, nt (nice try),sad,not toxic
Maema#4541, 'nt bawi next round',sad,not toxic
暗Cloudcry ツ #4909, NT or nice try,sad,not toxic
Nautilus#NTLS, nt we got this round,sad,not toxic
BDSM Chen#CHEN, nt!,sad,not toxic
Eyyshork #ace, NT!,happy,not toxic
Dos #akosi, nt/nc try,sad,not toxic
Vile#krim, nub ,sad,cyberbullying
NON #TAE, offensive mom jokes,neutral,cyberbullying
Serakku#002, Offensive words and calling names(immature). ,neutral,cyberbullying
aint good#0000, OHMAYGHADD,surprise,not toxic
tinapangtubol#kobe, OHMYGOD STUPID LA,surprise,cyberbullying
guiche#lorum, okay lang,sad,not toxic
Going Merry#0428, okay lang yan,neutral,not toxic
IV of Fade #OPM, okay lang yan,sad,not toxic
Amehrys #HARU , okay lang 'yan,neutral,not toxic
Sora#ODRI, okay lang yan bawi tayo next game,sad,not toxic
VBE GwakNation#vbe, omg,surprise,not toxic
PD Jblazeer#lui, omg,surprise,not toxic
Tap #0000, OMG BABAE KA? AKO DIN,surprise,not toxic
Tiara#aest, omgg nice,surprise,not toxic
I JUST WANT TO HELP YOU IN YOUR RESEARCH #jit, one backsite,neutral,not toxic
shobe#hykw, one ct,neutral,not toxic
shobe#hykw, one hell,neutral,not toxic
shobe#hykw, one link,neutral,not toxic
calcifer#cruui, onegaishimasu,happy,not toxic
Anna#sane, oohh,surprise,not toxic
Wiven#Vivid, or kahit anong mura. Basically all curses in diff language.,neutral,not toxic
Eris#akuma, or they would say shut up bitch,anger,sexism
PandaBaby #BABY, our <agent> is better,happy,not toxic
Mamas boyyy #Cobe, outside noises,neutral,not toxic
Nitch#0828, P.I. mo/ka,anger,cyberbullying
Daniel Pamilya #4694, Pa drop,neutral,not toxic
Summer #May, pabebe,disgust,RNG complaints
Aei#3633, pabebe (because of my voice),disgust,cyberbullying
Fry #Bait, pabigat ka,disgust,RNG complaints
nvrgonletudown #cali, pabigat ka gago,anger,RNG complaints
calcifer#cruui, pabigat ka lang,anger,RNG complaints
OGD ToxicRadius#Toxic, pabigat na sa bahay pabigat pa sa laro,anger,RNG complaints
0, paboost pa more,disgust,EBR complaints
ten#1975, pabuhat,disgust,EBR complaints
Luna#Anne, pabuhat,disgust,EBR complaints
emjaycee#ASTRO, Pabuhat,disgust,EBR complaints
Naofumi#0721, pabuhat naman kami lods,anger,not toxic
Leni Rebrimstone#yssa, Pa-drop,neutral,not toxic
catseukki#WENZ, Padrop ng skin,neutral,not toxic
Kagome#BigPP, pag babae walang bilang,disgust,sexism
SSunday#nocap, pagale.,neutral,not toxic
Debawerr#1110, paheal,neutral,not toxic
RAGING T1TE !vamos, pahiramin kita skin,neutral,not toxic
Adult Hipster #6969, pakamatay ka na,anger,cyberbullying
Notykatsudon#0000, pakamatay ka na,anger,cyberbullying
